product_id,product_name,category,brand,model_number,description,price_usd,stock_quantity,rating,voltage_v,power_kw,weight_kg,material,country_of_origin,warranty_months,source_document,ai_confidence_score,validation_status
PROD-00494,Gear Pump,Pumps,Festo,FES-879-X,Positive-displacement gear pump for industrial fluid transfer.,9605.05,111,4.8,230.0,,417.69,Aluminium,Italy,24.0,Manufacturer Website,0.73,Verified
PROD-00495,Vacuum Pump,Pumps,Schneider Electric,SCH-136-PRO,Industrial vacuum pump for process and material handling applications.,4877.02,180,4.0,110.0,149.28,788.14,Stainless Steel,Japan,18.0,Supplier Catalog,0.99,Needs Review
PROD-00496,Industrial Heater,Heating,Siemens,SIE-966-B,Electric industrial heater for process temperature control.,2362.09,23,3.6,230.0,27.3,143.22,Brass,Italy,36.0,Product Catalog,0.78,Verified
PROD-00497,Air Dryer,Compressors,WEG,WEG-178-B,Compressed-air dryer for moisture removal in pneumatic systems.,14232.39,173,3.4,230.0,4.14,579.18,Carbon Steel,Japan,18.0,Technical PDF,0.88,Verified
PROD-00498,Flow Meter,Instrumentation,ABB,ABB-183-PRO,Digital flow meter for accurate industrial fluid measurement.,15382.33,168,4.1,415.0,,505.15,Stainless Steel,USA,6.0,Technical PDF,0.9,Needs Review
PROD-00499,Safety Relay,Safety,Schneider Electric,SCH-316-A,Safety control relay for industrial machine protection.,14845.69,72,3.8,110.0,111.63,465.17,Polycarbonate,India,24.0,Supplier Catalog,0.79,Verified
PROD-00500,Ball Bearing,Bearings,ABB,ABB-972-B,Precision bearing for rotating industrial machinery.,3085.55,199,3.9,415.0,112.95,556.02,Carbon Steel,USA,24.0,Product Catalog,0.94,Verified
PROD-00501,Power Supply,Electrical,Danfoss,DAN-198-X,Industrial regulated power supply for automation equipment.,9525.51,125,4.0,380.0,71.6,478.69,Polycarbonate,India,24.0,Supplier Catalog,0.94,Verified
PROD-00502,Pneumatic Actuator,Pneumatics,Siemens,SIE-141-X,Pneumatic actuator for automated industrial valve operation.,18007.8,173,3.6,415.0,107.12,791.08,Carbon Steel,USA,24.0,Technical PDF,0.84,Needs Review
PROD-00503,Flow Meter,Instrumentation,Schneider Electric,SCH-800-X,Digital flow meter for accurate industrial fluid measurement.,15581.92,133,4.0,,7.4,65.24,Stainless Steel,Italy,6.0,Manufacturer Website,0.86,Needs Review
PROD-00504,Level Sensor,Sensors,Danfoss,DAN-837-X,Industrial sensor for liquid-level measurement.,6630.75,149,3.3,400.0,2.69,629.49,Alloy Steel,Germany,12.0,Manufacturer Website,0.95,Verified
PROD-00505,Air Dryer,Compressors,WEG,WEG-821-X,Compressed-air dryer for moisture removal in pneumatic systems.,5866.32,185,4.0,415.0,67.63,686.7,Nylon,Sweden,12.0,Technical PDF,0.78,Verified
PROD-00506,Roller Bearing,Bearings,Honeywell,HON-647-A,Heavy-load roller bearing for industrial rotating equipment.,192.67,29,3.2,415.0,71.7,,Alloy Steel,USA,36.0,Supplier Catalog,0.94,Verified
PROD-00507,PLC Controller,Automation,Siemens,SIE-228-B,Programmable logic controller for industrial automation.,340.53,28,4.7,415.0,145.59,730.19,Cast Iron,Japan,12.0,Product Catalog,0.9,Needs Review
PROD-00508,Ball Bearing,Bearings,Grundfos,GRU-888-PRO,Precision bearing for rotating industrial machinery.,2813.47,108,3.2,220.0,135.39,628.02,Alloy Steel,Japan,24.0,Product Catalog,0.73,Needs Review
PROD-00509,Solenoid Valve,Valves,Grundfos,GRU-683-PRO,Electrically operated valve for automated fluid control.,1022.73,2,3.4,440.0,107.04,832.57,,China,36.0,Manufacturer Website,0.88,Verified
PROD-00510,Industrial Heater,Heating,Honeywell,HON-597-PRO,Electric industrial heater for process temperature control.,4355.55,15,4.2,380.0,86.57,470.36,Brass,China,24.0,Supplier Catalog,0.96,Verified
PROD-00511,Gear Pump,Pumps,Danfoss,DAN-455-PRO,Positive-displacement gear pump for industrial fluid transfer.,12929.73,5,3.5,415.0,29.03,292.4,Cast Iron,Italy,12.0,Supplier Catalog,0.88,Verified
PROD-00512,Temperature Sensor,Sensors,WEG,WEG-400-PRO,Industrial temperature sensor for process monitoring.,17759.78,213,4.9,415.0,110.25,676.62,Aluminium,Italy,12.0,Supplier Catalog,0.8,Verified
PROD-00513,Temperature Sensor,Sensors,Schneider Electric,SCH-304-B,Industrial temperature sensor for process monitoring.,11239.87,25,4.6,380.0,45.72,178.18,Stainless Steel,India,18.0,Product Catalog,0.96,Verified
PROD-00514,Butterfly Valve,Valves,Festo,FES-980-A,Compact industrial valve for isolating and controlling pipelines.,14942.51,86,4.0,400.0,34.2,477.77,Alloy Steel,USA,18.0,Technical PDF,0.93,Verified
PROD-00515,Flow Meter,Instrumentation,Festo,FES-806-A,Digital flow meter for accurate industrial fluid measurement.,13093.45,237,4.9,440.0,68.71,715.39,Carbon Steel,India,36.0,Manufacturer Website,0.88,Verified
PROD-00516,Cooling Tower Fan,HVAC,Siemens,SIE-271-A,High-capacity fan for industrial cooling tower systems.,16122.06,233,3.9,415.0,44.0,375.4,Alloy Steel,China,6.0,Technical PDF,0.76,Verified
PROD-00517,Temperature Sensor,Sensors,Siemens,SIE-968-B,Industrial temperature sensor for process monitoring.,8171.18,106,4.6,110.0,36.99,687.81,Nylon,USA,36.0,Technical PDF,0.77,Verified
PROD-00518,Air Dryer,Compressors,SKF,SKF-744-B,Compressed-air dryer for moisture removal in pneumatic systems.,2876.92,192,4.2,440.0,34.42,681.54,Polycarbonate,Japan,24.0,Manufacturer Website,0.98,Verified
PROD-00519,Pressure Gauge,Instrumentation,Schneider Electric,SCH-888-A,Mechanical pressure gauge for industrial process monitoring.,13300.08,132,4.9,110.0,50.91,341.52,Aluminium,Japan,6.0,Product Catalog,0.83,Verified
PROD-00520,Safety Relay,Safety,ABB,ABB-746-X,Safety control relay for industrial machine protection.,7806.51,226,4.4,400.0,131.06,613.37,Nylon,USA,,Supplier Catalog,0.94,Verified
PROD-00521,Pressure Gauge,Instrumentation,Danfoss,DAN-310-PRO,Mechanical pressure gauge for industrial process monitoring.,12928.93,227,4.7,415.0,60.82,167.86,Brass,India,6.0,Product Catalog,0.87,Needs Review
PROD-00522,Stainless Steel Tank,Storage,Rockwell Automation,ROC-390-B,Corrosion-resistant storage tank for industrial liquids.,1794.27,141,3.8,230.0,113.62,136.19,Stainless Steel,Sweden,36.0,Technical PDF,0.88,Verified
PROD-00523,Pneumatic Actuator,Pneumatics,Rockwell Automation,ROC-213-A,Pneumatic actuator for automated industrial valve operation.,15582.76,66,4.3,230.0,18.79,643.12,Carbon Steel,Japan,18.0,Supplier Catalog,0.87,Verified
PROD-00524,Variable Frequency Drive,Automation,Bosch Rexroth,BOS-924-B,Drive controller for variable-speed industrial motors.,6536.46,72,4.4,440.0,107.3,571.63,Polycarbonate,Italy,12.0,Technical PDF,0.75,Verified
PROD-00525,Level Sensor,Sensors,Siemens,SIE-250-PRO,Industrial sensor for liquid-level measurement.,15340.68,20,3.4,380.0,133.3,404.92,Alloy Steel,India,18.0,Supplier Catalog,0.9,Needs Review
PROD-00526,Industrial Fan,HVAC,Eaton,EAT-610-PRO,High-volume industrial fan for ventilation and cooling.,18435.76,176,4.9,380.0,109.82,354.5,Aluminium,Germany,36.0,Product Catalog,0.75,Needs Review
PROD-00527,Cooling Tower Fan,HVAC,Festo,FES-641-A,High-capacity fan for industrial cooling tower systems.,12873.68,116,4.1,415.0,23.74,475.26,Carbon Steel,Italy,24.0,Technical PDF,0.75,Verified
PROD-00528,Hydraulic Cylinder,Hydraulics,Rockwell Automation,ROC-256-A,Heavy-duty hydraulic cylinder for industrial lifting and motion control.,6925.57,95,3.7,380.0,4.44,121.61,Polycarbonate,India,18.0,Product Catalog,0.96,Verified
PROD-00529,Industrial Heater,Heating,ABB,ABB-225-X,Electric industrial heater for process temperature control.,1329.2,11,4.0,400.0,46.63,384.63,Nylon,Sweden,24.0,Product Catalog,0.85,Verified
PROD-00530,Cooling Tower Fan,HVAC,Danfoss,DAN-571-PRO,High-capacity fan for industrial cooling tower systems.,12371.87,38,4.8,,13.62,531.13,Polycarbonate,Japan,12.0,Manufacturer Website,0.96,Verified
PROD-00531,Pressure Gauge,Instrumentation,Mitsubishi Electric,MIT-384-A,Mechanical pressure gauge for industrial process monitoring.,16031.54,181,3.2,415.0,119.47,601.35,Carbon Steel,China,36.0,Product Catalog,0.74,Verified
PROD-00532,Proximity Sensor,Sensors,Rockwell Automation,ROC-119-A,Non-contact sensor for detecting objects in automation systems.,12206.76,136,3.5,110.0,41.43,175.09,Alloy Steel,India,36.0,Manufacturer Website,0.88,Needs Review
PROD-00533,Industrial Heater,Heating,Festo,FES-123-X,Electric industrial heater for process temperature control.,8132.68,106,3.2,400.0,47.78,218.75,Carbon Steel,India,36.0,Product Catalog,0.77,Verified
PROD-00534,Industrial Fan,HVAC,Parker,PAR-191-B,High-volume industrial fan for ventilation and cooling.,5734.62,104,4.4,110.0,92.27,276.63,Stainless Steel,China,6.0,Technical PDF,0.8,Verified
PROD-00535,Flow Meter,Instrumentation,Honeywell,HON-431-X,Digital flow meter for accurate industrial fluid measurement.,7000.07,211,4.8,110.0,30.58,639.36,Cast Iron,Japan,36.0,Manufacturer Website,0.92,Needs Review
PROD-00536,Heat Exchanger,Heat Transfer,ABB,ABB-425-PRO,Industrial heat exchanger for efficient thermal energy transfer.,10270.72,16,4.1,380.0,95.12,776.69,Stainless Steel,USA,36.0,Product Catalog,0.98,Verified
PROD-00537,Industrial Robot Arm,Robotics,Danfoss,DAN-904-B,Programmable robotic arm for industrial assembly and handling.,5694.45,104,4.0,440.0,95.46,173.1,Aluminium,USA,36.0,Supplier Catalog,0.99,Verified
PROD-00538,Industrial Robot Arm,Robotics,Emerson,EME-142-A,Programmable robotic arm for industrial assembly and handling.,15049.83,246,4.7,230.0,98.05,142.44,,Japan,18.0,Technical PDF,0.88,Needs Review
PROD-00539,Hydraulic Pump,Pumps,Eaton,EAT-960-X,High-pressure hydraulic pump for industrial power systems.,922.6,189,4.2,110.0,45.27,336.13,Carbon Steel,Sweden,12.0,Supplier Catalog,0.92,Verified
PROD-00540,Hydraulic Pump,Pumps,Eaton,EAT-616-X,High-pressure hydraulic pump for industrial power systems.,16362.6,242,3.8,230.0,146.95,601.65,Brass,Germany,18.0,Technical PDF,0.81,Needs Review
PROD-00541,Electric Motor,Motors,WEG,WEG-808-B,Industrial electric motor designed for continuous-duty machinery.,11989.25,0,4.3,110.0,135.24,571.87,Polycarbonate,Italy,24.0,Manufacturer Website,0.93,Verified
PROD-00542,Mixing Tank,Process Equipment,ABB,ABB-952-PRO,Industrial tank designed for controlled mixing of process materials.,12464.41,90,4.9,380.0,124.16,304.4,Aluminium,Sweden,6.0,Product Catalog,0.75,Verified
PROD-00543,Pressure Gauge,Instrumentation,ABB,ABB-326-A,Mechanical pressure gauge for industrial process monitoring.,14051.32,174,4.9,230.0,28.93,693.88,Brass,Sweden,12.0,Technical PDF,0.78,Needs Review
PROD-00544,Hydraulic Cylinder,Hydraulics,Grundfos,GRU-604-B,Heavy-duty hydraulic cylinder for industrial lifting and motion control.,216.4,210,4.3,110.0,130.52,483.82,Alloy Steel,Germany,36.0,Manufacturer Website,0.77,Verified
PROD-00545,Photoelectric Sensor,Sensors,Schneider Electric,SCH-863-A,Optical sensor for industrial object detection.,2431.64,238,4.2,220.0,132.18,619.62,Brass,Germany,6.0,Supplier Catalog,0.99,Verified
PROD-00546,Industrial Centrifugal Pump,Pumps,Honeywell,HON-756-A,High-efficiency pump for industrial water and process fluid transfer.,15808.83,82,4.0,380.0,41.29,578.21,Alloy Steel,Japan,18.0,Product Catalog,0.86,Verified
PROD-00547,Air Compressor,Compressors,Grundfos,GRU-530-PRO,Industrial compressor for reliable compressed-air generation.,5908.6,100,3.6,110.0,132.04,686.56,Cast Iron,China,24.0,Product Catalog,0.98,Verified
PROD-00548,Control Valve,Valves,SKF,SKF-418-A,Modulating valve for automated process flow control.,11612.69,24,3.3,380.0,121.26,503.73,Nylon,Sweden,18.0,Product Catalog,0.79,Needs Review
PROD-00549,Variable Frequency Drive,Automation,Festo,FES-155-X,Drive controller for variable-speed industrial motors.,9654.82,60,4.9,,90.09,372.86,Carbon Steel,China,24.0,Manufacturer Website,0.88,Verified
PROD-00550,Hydraulic Cylinder,Hydraulics,Honeywell,HON-420-A,Heavy-duty hydraulic cylinder for industrial lifting and motion control.,14497.43,15,4.9,380.0,8.45,519.21,Polycarbonate,India,6.0,Technical PDF,0.9,Verified
PROD-00551,Industrial Transformer,Electrical,Honeywell,HON-198-PRO,Electrical transformer for industrial voltage conversion.,4377.76,153,4.6,400.0,1.84,326.46,Polycarbonate,Italy,36.0,Supplier Catalog,0.75,Verified
PROD-00552,Stainless Steel Tank,Storage,SKF,SKF-701-B,Corrosion-resistant storage tank for industrial liquids.,2073.94,3,4.3,110.0,89.03,714.69,Aluminium,China,36.0,Supplier Catalog,0.79,Needs Review
PROD-00553,Gear Pump,Pumps,Emerson,EME-290-B,Positive-displacement gear pump for industrial fluid transfer.,2620.24,11,3.3,230.0,87.78,436.25,Nylon,USA,36.0,Product Catalog,0.96,Verified
PROD-00554,Proximity Sensor,Sensors,Grundfos,GRU-717-X,Non-contact sensor for detecting objects in automation systems.,5444.94,248,3.2,400.0,98.74,123.08,Cast Iron,Italy,36.0,Technical PDF,0.95,Needs Review
PROD-00555,Solenoid Valve,Valves,Bosch Rexroth,BOS-755-B,Electrically operated valve for automated fluid control.,14545.63,87,3.5,380.0,104.29,834.64,Nylon,Sweden,36.0,Technical PDF,0.87,Verified
PROD-00556,Air Dryer,Compressors,SKF,SKF-266-A,Compressed-air dryer for moisture removal in pneumatic systems.,8450.97,202,4.8,380.0,33.11,3.34,Cast Iron,China,12.0,Product Catalog,0.85,Verified
PROD-00557,Proximity Sensor,Sensors,Mitsubishi Electric,MIT-886-X,,14950.9,96,3.6,220.0,123.96,5.92,Stainless Steel,India,18.0,Product Catalog,0.73,Verified
PROD-00558,Water Filter,Filtration,Emerson,EME-299-X,Industrial filtration unit for removing particles from process water.,893.51,7,3.6,230.0,26.33,752.6,Aluminium,USA,36.0,Manufacturer Website,0.79,Verified
PROD-00559,Butterfly Valve,Valves,Festo,FES-368-A,Compact industrial valve for isolating and controlling pipelines.,471.6,173,3.4,415.0,118.17,94.5,Cast Iron,USA,24.0,Product Catalog,0.78,Verified
PROD-00560,Stainless Steel Tank,Storage,Parker,PAR-738-PRO,Corrosion-resistant storage tank for industrial liquids.,16260.51,16,3.4,220.0,119.29,163.09,Polycarbonate,China,18.0,Product Catalog,0.81,Needs Review
PROD-00561,Hydraulic Cylinder,Hydraulics,Parker,PAR-730-B,Heavy-duty hydraulic cylinder for industrial lifting and motion control.,15819.43,75,4.6,230.0,37.26,535.11,Brass,Sweden,12.0,Product Catalog,0.95,Needs Review
PROD-00562,Ball Bearing,Bearings,Parker,PAR-581-A,Precision bearing for rotating industrial machinery.,3168.29,99,4.6,415.0,112.73,318.25,Alloy Steel,Germany,18.0,Supplier Catalog,0.91,Needs Review
PROD-00563,Proximity Sensor,Sensors,Grundfos,GRU-695-PRO,Non-contact sensor for detecting objects in automation systems.,11835.71,202,4.3,110.0,31.28,760.67,Alloy Steel,Sweden,12.0,Supplier Catalog,0.83,Verified
PROD-00564,Industrial Transformer,Electrical,Eaton,EAT-260-X,Electrical transformer for industrial voltage conversion.,4772.16,21,3.4,110.0,44.43,441.09,Cast Iron,Italy,6.0,Supplier Catalog,0.85,Verified
PROD-00565,Pressure Gauge,Instrumentation,Emerson,EME-542-PRO,Mechanical pressure gauge for industrial process monitoring.,6852.73,127,3.8,380.0,3.95,375.55,Brass,China,6.0,Technical PDF,0.82,Verified
PROD-00566,Cooling Tower Fan,HVAC,Rockwell Automation,ROC-659-A,High-capacity fan for industrial cooling tower systems.,14556.86,237,3.6,110.0,10.93,32.73,Cast Iron,USA,12.0,Technical PDF,0.9,Verified
PROD-00567,Heat Exchanger,Heat Transfer,Bosch Rexroth,BOS-822-B,Industrial heat exchanger for efficient thermal energy transfer.,18470.63,192,4.5,400.0,136.88,7.45,Brass,USA,18.0,Supplier Catalog,0.93,Needs Review
PROD-00568,Photoelectric Sensor,Sensors,Parker,PAR-771-A,Optical sensor for industrial object detection.,8776.95,131,5.0,220.0,129.85,193.6,Cast Iron,Japan,12.0,Supplier Catalog,0.86,Needs Review
PROD-00569,Variable Frequency Drive,Automation,Parker,PAR-187-X,Drive controller for variable-speed industrial motors.,15660.44,109,4.6,415.0,62.8,372.99,Stainless Steel,USA,12.0,Technical PDF,0.88,Verified
PROD-00570,Industrial Centrifugal Pump,Pumps,Emerson,EME-929-X,High-efficiency pump for industrial water and process fluid transfer.,6342.83,107,4.0,440.0,60.65,661.89,Brass,USA,36.0,Product Catalog,0.73,Verified
PROD-00571,Flow Meter,Instrumentation,SKF,SKF-681-PRO,,18134.87,52,4.9,110.0,80.29,160.25,Carbon Steel,USA,36.0,Manufacturer Website,0.98,Verified
PROD-00572,Control Valve,Valves,Siemens,SIE-791-B,Modulating valve for automated process flow control.,675.37,176,4.3,110.0,28.21,59.25,Polycarbonate,USA,12.0,Supplier Catalog,0.78,Verified
PROD-00573,Air Compressor,Compressors,SKF,SKF-630-A,Industrial compressor for reliable compressed-air generation.,3249.17,220,4.8,380.0,23.77,94.31,Polycarbonate,Japan,6.0,Product Catalog,0.83,Verified
PROD-00574,Hydraulic Pump,Pumps,Grundfos,GRU-542-PRO,High-pressure hydraulic pump for industrial power systems.,3008.96,147,4.9,400.0,30.65,609.31,Alloy Steel,USA,12.0,Supplier Catalog,0.72,Verified
PROD-00575,Industrial Gearbox,Power Transmission,Festo,FES-508-B,Industrial gearbox for speed reduction and high torque transmission.,9768.65,233,4.2,380.0,69.17,489.8,Carbon Steel,USA,24.0,Supplier Catalog,0.81,Verified
PROD-00576,Gear Pump,Pumps,Festo,FES-929-B,Positive-displacement gear pump for industrial fluid transfer.,7728.2,45,4.8,415.0,64.95,327.09,Aluminium,China,36.0,Product Catalog,0.75,Verified
PROD-00577,Control Valve,Valves,Grundfos,GRU-743-X,Modulating valve for automated process flow control.,12361.49,17,4.5,415.0,135.36,772.44,,Sweden,36.0,Manufacturer Website,0.75,Verified
PROD-00578,Roller Bearing,Bearings,Rockwell Automation,ROC-884-X,Heavy-load roller bearing for industrial rotating equipment.,7636.92,42,3.7,400.0,6.93,22.9,Alloy Steel,Japan,18.0,Supplier Catalog,0.92,Verified
PROD-00579,Hydraulic Cylinder,Hydraulics,ABB,ABB-356-A,Heavy-duty hydraulic cylinder for industrial lifting and motion control.,13143.07,34,3.8,,69.77,392.26,Carbon Steel,Italy,12.0,Product Catalog,0.91,Needs Review
PROD-00580,Proximity Sensor,Sensors,Festo,FES-385-B,Non-contact sensor for detecting objects in automation systems.,3226.4,4,4.3,220.0,44.3,454.55,Polycarbonate,Germany,6.0,Technical PDF,0.9,Verified
PROD-00581,Flow Meter,Instrumentation,Emerson,EME-466-B,Digital flow meter for accurate industrial fluid measurement.,4075.02,8,4.8,400.0,32.62,592.29,Carbon Steel,Japan,18.0,Manufacturer Website,0.84,Verified
PROD-00582,Industrial Transformer,Electrical,Parker,PAR-306-B,Electrical transformer for industrial voltage conversion.,6984.08,61,3.6,110.0,63.4,840.9,Nylon,Sweden,12.0,Product Catalog,0.9,Verified
PROD-00583,Roller Bearing,Bearings,Parker,PAR-955-B,Heavy-load roller bearing for industrial rotating equipment.,13417.67,11,3.9,110.0,122.39,274.41,Cast Iron,Italy,12.0,Supplier Catalog,0.97,Needs Review
PROD-00584,Pressure Sensor,Sensors,Bosch Rexroth,BOS-318-A,Electronic pressure sensor for industrial monitoring and automation.,6651.35,44,3.2,415.0,47.61,330.93,Alloy Steel,Germany,6.0,Technical PDF,0.9,Verified
PROD-00585,Hydraulic Cylinder,Hydraulics,Siemens,SIE-323-PRO,Heavy-duty hydraulic cylinder for industrial lifting and motion control.,5637.75,153,4.1,110.0,106.95,672.61,Aluminium,USA,6.0,Product Catalog,0.88,Needs Review
PROD-00586,Variable Frequency Drive,Automation,Schneider Electric,SCH-750-X,Drive controller for variable-speed industrial motors.,18095.27,170,4.1,230.0,2.89,775.31,Alloy Steel,Japan,36.0,Manufacturer Website,0.89,Verified
PROD-00587,Vacuum Pump,Pumps,ABB,ABB-731-A,Industrial vacuum pump for process and material handling applications.,5772.45,188,4.0,220.0,93.06,51.12,Nylon,Japan,18.0,Product Catalog,0.77,Needs Review
PROD-00588,Hydraulic Cylinder,Hydraulics,Bosch Rexroth,BOS-842-PRO,Heavy-duty hydraulic cylinder for industrial lifting and motion control.,13698.39,84,3.4,230.0,96.63,646.47,Polycarbonate,China,18.0,Technical PDF,0.92,Verified
PROD-00589,Variable Frequency Drive,Automation,Bosch Rexroth,BOS-310-A,Drive controller for variable-speed industrial motors.,16780.63,170,5.0,440.0,103.18,611.63,Polycarbonate,Italy,18.0,Manufacturer Website,0.77,Verified
PROD-00590,Industrial Heater,Heating,Siemens,SIE-297-A,Electric industrial heater for process temperature control.,11766.87,36,4.9,220.0,13.99,503.82,Cast Iron,Germany,36.0,Technical PDF,0.74,Needs Review
PROD-00591,Control Valve,Valves,Mitsubishi Electric,MIT-302-B,Modulating valve for automated process flow control.,7893.27,155,3.6,230.0,86.57,822.57,Cast Iron,USA,24.0,Supplier Catalog,0.74,Verified
PROD-00592,Industrial Transformer,Electrical,Schneider Electric,SCH-582-PRO,Electrical transformer for industrial voltage conversion.,7868.97,156,4.5,440.0,23.59,810.7,Alloy Steel,India,24.0,Technical PDF,0.84,Verified
PROD-00593,Flow Control Valve,Valves,Rockwell Automation,ROC-256-B,Precision valve for regulating industrial fluid flow.,4823.03,118,3.8,230.0,56.43,515.2,Carbon Steel,USA,12.0,Product Catalog,0.91,Verified
PROD-00594,Solenoid Valve,Valves,ABB,ABB-113-X,Electrically operated valve for automated fluid control.,9135.12,236,3.9,380.0,145.58,317.3,Alloy Steel,USA,36.0,Manufacturer Website,0.74,Verified
PROD-00595,Industrial Transformer,Electrical,WEG,WEG-679-B,Electrical transformer for industrial voltage conversion.,3661.71,111,4.9,440.0,136.98,613.96,Alloy Steel,China,18.0,Supplier Catalog,0.91,Needs Review
PROD-00596,Conveyor Belt,Material Handling,Bosch Rexroth,BOS-589-A,Heavy-duty conveyor belt for continuous material transportation.,17053.84,92,4.3,415.0,4.48,565.89,Aluminium,USA,36.0,Technical PDF,0.84,Verified
PROD-00597,Conveyor Belt,Material Handling,Eaton,EAT-692-B,Heavy-duty conveyor belt for continuous material transportation.,312.19,197,3.4,415.0,137.55,338.14,Carbon Steel,Italy,12.0,Supplier Catalog,0.96,Verified
PROD-00598,Industrial Fan,HVAC,Mitsubishi Electric,MIT-409-PRO,High-volume industrial fan for ventilation and cooling.,10877.66,187,3.9,415.0,130.45,,Nylon,Sweden,12.0,Supplier Catalog,0.79,Verified
PROD-00599,PLC Controller,Automation,ABB,ABB-272-PRO,Programmable logic controller for industrial automation.,114.07,17,4.6,380.0,78.86,556.41,Polycarbonate,Germany,12.0,Product Catalog,0.82,Verified
PROD-00600,Industrial Heater,Heating,Schneider Electric,SCH-614-A,Electric industrial heater for process temperature control.,8383.92,208,3.6,,9.08,155.48,Cast Iron,USA,24.0,Product Catalog,0.84,Verified
PROD-00601,Ball Bearing,Bearings,Grundfos,GRU-187-PRO,Precision bearing for rotating industrial machinery.,2381.01,16,3.8,400.0,35.41,412.52,Carbon Steel,India,6.0,Manufacturer Website,0.79,Verified
PROD-00602,Roller Bearing,Bearings,Bosch Rexroth,BOS-634-A,Heavy-load roller bearing for industrial rotating equipment.,7002.89,133,5.0,440.0,40.06,413.14,Nylon,Italy,24.0,Technical PDF,0.81,Verified
PROD-00603,Conveyor Belt,Material Handling,SKF,SKF-781-PRO,Heavy-duty conveyor belt for continuous material transportation.,7053.89,14,5.0,440.0,49.71,85.33,Alloy Steel,Sweden,24.0,Manufacturer Website,0.92,Verified
PROD-00604,Flow Control Valve,Valves,Siemens,SIE-989-X,Precision valve for regulating industrial fluid flow.,17598.81,192,4.7,230.0,67.92,583.32,Alloy Steel,Italy,24.0,Technical PDF,0.9,Verified
PROD-00605,Electric Motor,Motors,Danfoss,DAN-468-A,Industrial electric motor designed for continuous-duty machinery.,17940.14,188,3.8,380.0,35.23,411.96,Carbon Steel,USA,24.0,Manufacturer Website,0.97,Needs Review
PROD-00606,Industrial Transformer,Electrical,Grundfos,GRU-721-B,Electrical transformer for industrial voltage conversion.,13195.41,222,4.1,400.0,117.78,609.22,Stainless Steel,Germany,24.0,Supplier Catalog,0.94,Verified
PROD-00607,Control Valve,Valves,WEG,WEG-556-A,Modulating valve for automated process flow control.,8964.13,138,3.6,220.0,25.77,802.59,Carbon Steel,India,24.0,Product Catalog,0.99,Verified
PROD-00608,Servo Motor,Motors,WEG,WEG-492-X,Precision servo motor for automated motion-control applications.,4143.22,65,4.4,415.0,18.68,115.57,Alloy Steel,India,18.0,Technical PDF,0.96,Verified
PROD-00609,Industrial Transformer,Electrical,WEG,WEG-834-PRO,Electrical transformer for industrial voltage conversion.,12126.93,200,4.2,440.0,65.69,198.52,Brass,India,18.0,Technical PDF,0.74,Verified
PROD-00610,Photoelectric Sensor,Sensors,WEG,WEG-292-A,Optical sensor for industrial object detection.,10633.83,32,4.7,380.0,86.64,1.63,Stainless Steel,Italy,36.0,Supplier Catalog,0.77,Needs Review
PROD-00611,Servo Motor,Motors,Parker,PAR-473-B,Precision servo motor for automated motion-control applications.,9656.22,154,4.3,110.0,59.45,457.64,Alloy Steel,USA,12.0,Product Catalog,0.94,Verified
PROD-00612,Industrial Heater,Heating,Danfoss,DAN-566-B,Electric industrial heater for process temperature control.,11160.99,37,4.5,440.0,120.24,597.58,Nylon,USA,36.0,Technical PDF,0.99,Verified
PROD-00613,Safety Relay,Safety,Emerson,EME-746-B,Safety control relay for industrial machine protection.,9200.9,180,4.9,110.0,147.18,283.31,Cast Iron,Sweden,12.0,Product Catalog,0.91,Verified
PROD-00614,Industrial Heater,Heating,Mitsubishi Electric,MIT-501-X,Electric industrial heater for process temperature control.,18212.53,168,4.8,220.0,148.66,465.84,Nylon,Japan,24.0,Supplier Catalog,0.99,Needs Review
PROD-00615,Industrial Gearbox,Power Transmission,Rockwell Automation,ROC-844-X,Industrial gearbox for speed reduction and high torque transmission.,5284.73,236,3.6,440.0,82.31,82.9,Nylon,Sweden,36.0,Technical PDF,0.95,Verified
PROD-00616,Level Sensor,Sensors,Danfoss,DAN-267-B,Industrial sensor for liquid-level measurement.,8222.29,123,3.7,,31.66,683.74,Cast Iron,China,6.0,Product Catalog,0.82,Verified
PROD-00617,Industrial Transformer,Electrical,Honeywell,HON-795-B,Electrical transformer for industrial voltage conversion.,17137.02,24,3.8,380.0,27.15,44.79,Nylon,Italy,24.0,Product Catalog,0.98,Needs Review
PROD-00618,Hydraulic Cylinder,Hydraulics,Siemens,SIE-346-PRO,Heavy-duty hydraulic cylinder for industrial lifting and motion control.,9083.05,176,4.3,220.0,98.01,319.19,Carbon Steel,Sweden,24.0,Technical PDF,0.95,Needs Review
PROD-00619,Pressure Gauge,Instrumentation,SKF,SKF-111-A,Mechanical pressure gauge for industrial process monitoring.,2232.7,31,4.1,415.0,136.29,191.35,Alloy Steel,USA,6.0,Supplier Catalog,0.93,Verified
PROD-00620,Proximity Sensor,Sensors,Danfoss,DAN-819-PRO,Non-contact sensor for detecting objects in automation systems.,5579.36,32,3.4,110.0,107.14,732.91,,Japan,6.0,Manufacturer Website,0.83,Needs Review
PROD-00621,Stainless Steel Tank,Storage,Festo,FES-698-A,Corrosion-resistant storage tank for industrial liquids.,13960.85,53,4.9,110.0,27.3,509.32,Aluminium,India,36.0,Manufacturer Website,0.84,Verified
